iter	Logloss
473	0.3716538914
474	0.3715213453
475	0.3713644044
476	0.37125053
477	0.3710721133
478	0.3709443399
479	0.3708147065
480	0.3707170466
481	0.3706096715
482	0.3704508517
483	0.3703815509
484	0.3703118512
485	0.3701955955
486	0.3701100437
487	0.3699400834
488	0.3698764006
489	0.3696725016
490	0.3696010092
491	0.3695039524
492	0.3693703798
493	0.3692898479
494	0.3691212747
495	0.3690115845
496	0.3689306946
497	0.3688106712
498	0.3687186974
499	0.3686216097
500	0.3684509522
501	0.3683279194
502	0.3680935525
503	0.3679233541
504	0.3677918448
505	0.3677009209
506	0.3675832098
507	0.3675164868
508	0.3673383892
509	0.3671681729
510	0.3669818662
511	0.3669315038
512	0.3667971686
513	0.366700033
514	0.3665881553
515	0.3664767337
516	0.3663593238
517	0.3662021027
518	0.3661115102
519	0.3660441649
520	0.365935657
521	0.3658150015
522	0.3656670084
523	0.3655616106
524	0.3653950997
525	0.3653162382
526	0.3652107125
527	0.3651280344
528	0.3649702107
529	0.3648482283
530	0.3646956752
531	0.3645679654
532	0.3644224759
533	0.3643022331
534	0.3642119474
535	0.364045673
536	0.3639665123
537	0.3638500229
538	0.3637460815
539	0.3636226977
540	0.363517715
541	0.3633980535
542	0.3633180622
543	0.3631552909
544	0.3630468862
545	0.3629761651
546	0.3627988037
547	0.3626825993
548	0.3625551732
549	0.3623951265
550	0.3622834821
551	0.3621617482
552	0.3620122464
553	0.3618878718
554	0.3617468533
555	0.3616029525
556	0.3614765039
557	0.361382139
558	0.361230952
559	0.3610667317
560	0.3609412305
561	0.3608287535
562	0.3606910864
563	0.3605938109
564	0.3604697614
565	0.3603129661
566	0.3601678259
567	0.3600520765
568	0.3599042689
569	0.3598031493
570	0.3597401019
571	0.3595915134
572	0.359457593
573	0.3593846632
574	0.3592904886
575	0.3591735514
576	0.3590821066
577	0.3589880015
578	0.3589339679
579	0.358902909
580	0.3587371556
581	0.358613765
582	0.3585164291
583	0.35834957
584	0.3582188448
585	0.3580797343
586	0.3579902757
587	0.3579082129
588	0.357831655
589	0.3577570903
590	0.3576739661
591	0.357579937
592	0.3575053063
593	0.3573942755
594	0.3573008058
595	0.3571588188
596	0.3570287045
597	0.3569524118
598	0.3568449967
599	0.3567884937
600	0.3566117453
601	0.3565067137
602	0.3564158801
603	0.3562993915
604	0.3561747865
605	0.3560855732
606	0.3559717284
607	0.3559118035
608	0.3557856382
609	0.355680455
610	0.3555062301
611	0.3554653819
612	0.355369077
613	0.3552488514
614	0.3551788326
615	0.355059054
616	0.3549645392
617	0.3547775194
618	0.3546970699
619	0.3545657047
620	0.3544603978
621	0.354362962
622	0.3541924601
623	0.3540795101
624	0.3539235236
625	0.3537736985
626	0.35366294076627	0.3535459805629	0.3541959482
630	0.354047427
631	0.3539204436
632	0.353846158
633	0.3537073978
634	0.3535477006
635	0.3533975946
636	0.3532334258
637	0.3531129569
638	0.3529667893
639	0.3528144569
640	0.352689306
641	0.3525730422
642	0.3524173086
643	0.3523047441
644	0.3522154154
645	0.3521169812
646	0.35205915
647	0.3519625787
648	0.3518856677
649	0.3517928745
650	0.3517316156
651	0.3516109809
652	0.351438591
653	0.3513331
654	0.3511675378
655	0.3511381429
656	0.3509867953
657	0.3508403049
658	0.3507299183
659	0.3506357096
660	0.3505532549
661	0.3504258644
662	0.3503487165
663	0.3501859593
664	0.3501062811
665	0.3500213284
666	0.3499036668
667	0.349769313
668	0.3496445737
669	0.3495153807
670	0.3493568075
671	0.3491788114
672	0.3490097663
673	0.3489481369
674	0.3487411601
675	0.3486118201
676	0.3484593014
677	0.3483212005
678	0.3482050884
679	0.3480752013
680	0.3479374373
681	0.3478031529
682	0.3476610032
683	0.347591267
684	0.3474791334
685	0.3474097231
686	0.3473034266
687	0.3472250541
688	0.3471515286
689	0.3470913724
690	0.3469674312
691	0.3469085222
692	0.3468296132
693	0.3467117844
694	0.3466447138
695	0.3465866054
696	0.3464841728
697	0.3464114363
698	0.3463039907
699	0.3462047641
700	0.346137578
701	0.3460693642
702	0.3458995501
703	0.3458310709
704	0.3457031918
705	0.3456295031
706	0.3455095694
707	0.3454053953
708	0.3453252174
709	0.345244069
710	0.3451584329
711	0.345047181
712	0.3449337751
713	0.3448507573
714	0.3447311241
715	0.3446342857
716	0.3445519098
717	0.3444440158
718	0.3443546374
719	0.3442519443
720	0.3441813602
721	0.3440499161
722	0.3439681024
723	0.3438934479
724	0.3437956889
725	0.3436814185
726	0.3435770008
727	0.343501783
728	0.3433679385
729	0.3432780236
730	0.3431431553
731	0.3430561865
732	0.3429913765
733	0.3428424832
734	0.3427049789
735	0.3425622105
736	0.3424778884
737	0.3423495066
738	0.3423059168
739	0.342133006
740	0.3420801092
741	0.3419531969
742	0.3418426228
743	0.3417349985
744	0.3416069909
745	0.3415279384
746	0.3414613228
747	0.3413469594
748	0.3412526226
749	0.3411559721
750	0.3410866323
751	0.3410150963
752	0.3409394771
753	0.3408197591
754	0.3406876801
755	0.3405172227
756	0.3404371302
757	0.3403193316
758	0.3402159055
759	0.3401785244
760	0.3400931847
761	0.3399964497
762	0.3399414262
763	0.3397906754
764	0.3396900414
765	0.3395756037
766	0.3394447728
767	0.3393080546
768	0.3392673686
769	0.3391835474
770	0.3390326991
771	0.3389494391
772	0.3388790835
773	0.3387498316
774	0.3386777683
775	0.33850981
776	0.3384257838
777	0.3383560822
778	0.3382504769
779	0.3382053606
780	0.3380648804
781	0.3379483997
782	0.3378410238
783	0.3377334241
784	0.337641032
785	0.3374828126
786	0.3374021336
787	0.3372873711
788	0.3372118658
789	0.3371201001
790	0.337070917
791	0.3369919584
792	0.3368669047
793	0.3367681638
794	0.3366450179
795	0.3365679259
796	0.3364560703
797	0.3363562803
798	0.3362275994
799	0.3360831866
800	0.3359637893
801	0.3359128656
802	0.3358474992
803	0.3357653621
804	0.3357045824
805	0.3356264709
806	0.3355436933
807	0.3355053457
808	0.3353945856
809	0.3352758552
810	0.3351340016
811	0.335038566
812	0.334987665
813	0.3348615191
814	0.3347636539
815	0.3346143415
816	0.3344493208
817	0.3343518586
818	0.3342142454
819	0.3340905963
820	0.3340049243
821	0.3339383851
822	0.3338200852
823	0.3337374214
824	0.3336731517
825	0.3335701681
826	0.3334761288
827	0.3333612361
828	0.3332478328
829	0.333148794
830	0.3330230071
831	0.3328894529
832	0.3327665033
833	0.3326827827
834	0.332598237
835	0.3325304998
836	0.3324398729
837	0.3323703069
838	0.332288632
839	0.3321518442
840	0.332045531
841	0.3319520786
842	0.3318431348
843	0.3316688455
844	0.3315091207
845	0.3314737854
846	0.3313785041
847	0.3312239117
848	0.3311448854
849	0.3310384513
850	0.3309603947
851	0.3308868756
852	0.3308404376
853	0.3306642469
854	0.3305736022
855	0.3305245819
856	0.3304106701
857	0.330318858
858	0.3302114937
859	0.3301132562
860	0.3300321756
861	0.3299274986
862	0.3298185968
863	0.3296452964
864	0.3295074758
865	0.3294063659
866	0.3292970219
867	0.329205015
868	0.3291343897
869	0.3290344912
870	0.328939796
871	0.3288827714
872	0.3287466916
873	0.3286591521
874	0.3285495397
875	0.328459416
876	0.3283400404
877	0.3282359751
878	0.3281243162
879	0.3279851835
880	0.3278657721
881	0.3277782596
882	0.327625978
883	0.3275157126
884	0.3274307291
885	0.3273525782
886	0.327303933
887	0.3272372575
888	0.3271488404
889	0.3270932087
890	0.3270114672
891	0.3269019295
892	0.3267975101
893	0.3267120055
894	0.3265894729
895	0.3264914826
896	0.3263758818
897	0.3262370796
898	0.3260956419
899	0.3260163432
900	0.3259336674
901	0.3258178624
902	0.3257465072
903	0.3256505801
904	0.3256188492
905	0.3255419752
906	0.3254725117
907	0.32540416
908	0.3253022192
909	0.3252065289
910	0.3251177937
911	0.3250537722
912	0.3249663902
913	0.3248830662
914	0.3248027588
915	0.3246763237
916	0.3245601351
917	0.3244424134
918	0.3243634596
919	0.3243223455
920	0.3242192149
921	0.3241615187
922	0.3240581589
923	0.3239518267
924	0.3239210825
925	0.3238211414
926	0.3237568721
927	0.323673834
928	0.3235832106
929	0.3234941143
930	0.3234186455
931	0.32332708
932	0.3232504034
933	0.3231631835
934	0.3231094185
935	0.3230066971
936	0.3229296494
937	0.3228478143
938	0.3227495464
939	0.3226568453
940	0.3225735075
941	0.3224898275
942	0.3223237555
943	0.322224979
944	0.3221362016
945	0.3220637419
946	0.3219787657
947	0.3219220221
948	0.3218959515
949	0.321775725
950	0.3216548402
951	0.3215872413
952	0.3215011849
953	0.3213984488
954	0.3212998265
955	0.3211871657
956	0.3210950304
957	0.3209791059
958	0.3208968908
959	0.3207698784
960	0.320659991
961	0.3206019692
962	0.3204762504
963	0.3204235183
964	0.3203177371
965	0.3201689402
966	0.320111153
967	0.3199966193
968	0.3199353778
969	0.3198560392
970	0.3197206863
971	0.3196103539
972	0.3195291955
973	0.3194617494
974	0.3193524315
975	0.3192894215
976	0.3192067783
977	0.319110464
978	0.319064094
979	0.3189286788
980	0.318759214
981	0.3186842959
982	0.3186428506
983	0.3185226689
984	0.3184139886
985	0.318311552
986	0.3182127135
987	0.3180884593
988	0.3180004231
989	0.3179323644
990	0.317845123
991	0.3177426297
992	0.3177185687
993	0.3176202349
994	0.3174979666
995	0.3173523407
996	0.3172369135
997	0.3171482623
998	0.3170263057
999	0.3168997449
99	0.3181579394
